text,value
?? ????? ?? ??? ????? ????? ? ???? ???? ?? ????? ?? ??????? ??????? ?? ???? ????? ? ?? ????? ?? ??? ???? ?????? 3.2 ????????? ?? ???? ???? ?? ???????? ?? ???? ???? ????.,-1
??????? ??? ???? ????? ??? ?? ???? ?? iOS ???? ????? ??? ???? ??? ??? ???? ?????? ?? ??? ????? ?????? ???? ???? ????.,-1
?? ???? ????.,+1
????? ??? ???? ???? ???? ?? ????? ???? ???? ??? ????? ??? 2 ?????.,-1
?? ???? ?? ???? ????? ? ?????? ??? ???? ????.,+1
??????? ??? ??????? 800X480 ????? ???????.,0
? ?? ??? ?????? ??? ?? ???? ??? ? ?? ??? ??? ???? ?? ????? ??? ? ?????? ?? ???? ??? ????? ???? ?? ?? ????? ???? ???? ????? ??? ???? ????? ???? ??? ???? ? ???? ? ???? ?? ???? ? ?? ????? ? ..,+2
"???? ?? ??? ?????? ??? ??? ?? ?? ????? 2g ?? ????? 5 ?? ????? ?? ???? ???? ?? ???? ?????  ???? ?? ????? 5 ?? ?? ???? ?????? ???? ?? ?? ??? ?? ???? ???? ???????.",+1
"??? ????? ?? ???? ?? ???? ????? ??????? ??????? ??? ?????? ?? ????? ???? ?? ??? ?? ?????? ??? ???? ????? ???.",-1
"??? ??? ?? ??? ????? ???? ???? ? ?? ??? ???? iPod Touch?  ??? ??????? A5 ?? ???? ???? ???.",+1
?????? ?? ??? ???? ????,0
?? ??? ???? ????? ?????? ????? ??? ??? ?? ????? ???? ????? ??????.,+2
?????? ???? ????? ???? ?? ???? ?????? ??? ????? .,+2
"???? ??????
?? ????  ??? ?????
???? ???? ???? ??????.",-1
"????? ???? ???? ? ???? ????? ???? ???
??????? ? ???????? ?????(???? ??? ????? ????? ?????) ?? ??????? ????? ??? ?????? ????
?? ????? ??? ??? ??? ???.",+2
??? ?? ?????? ?? ??????? P7100 ??? ?? ?????? ?? ??? ???? ? ????? ???? ???.,0
????? ?????.,+2
???? ???? ?? ??? ?? ?????? ?? ?? ???? ????? ????? ?????? ? ??? ???? ????????? ?? ???? .,+1
????? ?? ?? ??? ?????? ?????!,-1
?? ????? ????????? ?? ??? ??? ?? ???? ????? ??? ?? ?? ???? ???? ?? ????.,0
"??? ???????? ???? ?? ???? ??? ?? ???? ??????  ???????? DynamicDisplay ??? ?????? ???.",0
"??? ?? ?? ???? ???? ???? ?????? ?????? ?? ???? ???? ????.",-1
?????? ????? ?? ?? ???? ????? ???? ?? ????? ???? ??? ?? ??????? 4 ?? ????? ???? ?????? ??? ??? ?? ??????? 4 ?? ???? 1 ???????? ?? ???? ???? ??? ? ??? ??????? ?? 512 ??????? ?? ?? ???? ????? ??? ???? ?? ??? ??? ???? ???? ?? ???? ?????? ??????? ?? ???? ??? ??????? hd  ????? ?????? ?? ?? ??? ?????? ??????? ?? ??? ???? ?????.,-1
?? ???? ?? ??? ?? ???? ?? ??? ???? ? ?? ???? ?? ??? ?? ??? ?? ?? ?? ???? ? ???? ? ????? ???? ? ???? ?? ???? ??? ????? ???.,0
"???? ??? ?? ????? ??? ?? ?? ???? ?????? ?? ??? ??????? ????????? ???? ???????? ?????? ? ???? ????? ??? ?? ???? ??????.",0
???? ?? ???? ????? ????? ???? ???? ???? ? ??? ????? ?? ??? ?????? ?? ????? ?? ???? .,+1
????? Region-Free ?????? ?? ???? ???? ??? ????? ??????? ???? ? ????? ???? ?? ??????? Region-Free ???? ??? ??? ??? ????????? PAL ? NTSC-J ???? ??? ? ??? NTSC-UC ???? ????.,0
?????? ?? ????????? ??? 211 ???????? ???? ?? ??????? ????? ? ????? ????? ? ????? ????? ?? ??? ?? ???? ??? ??? ??? ?? ??????? ???? ?????? ????.,+1
???? ???? ???? ??? ??? ??????? ??? ?????? ??? ?? ??? ??????,+2
"???? ????? ???? ???? ???? ? ?????? ?? ???? ???? ? ??????  ??? ?? ???? ? ?????? ????? ??? ???? ??? ????? ??????? ???.",+2
???? :??????? ?? ????? ?? ??? ??? ????? ??? ?? ????? ????? ?? ????? ?????.,-2
"????? ?????? ?? ???? ??????) ????? ?? ?? ???? ????? ????????
?? ?? ???? ???? ??????? ?? ??????? ????  ",+1
??? ???? ?? ???????? ??? ??? (??? ????? ??? ???? ??????!,-1
??? ?????? ????????.,0
???? ?????? ?????? ?????!,-1
"????? ????? ???? ?? ????? ?? ?? ?? ???? ??? ????  ??? ?????? ??.",+1
2 ??? ?????? ? ??????? 4.1.2 ?? ??????? ???? ????? ???? ???? .,+2
??? ???????? ????? ?? ???? ?? Tipo ???.,0
?????? ?? ?????? ?? ????????? ?????? ???? ?? ????? ?????? ????? ???? ????? ????? ???? ?? ?????? ??? ??? ???? ?? ????? ? 16 ??? ?????? ?????? ???????? ?? ???,+2
?? ??? ?? ??? ?? ????? ?? ??? ??? ?? ???? ???? ????? ?? ??? ???? ??? ?????? ?? ??? ??????? ?? ?? ???? ??? ????? ? ?? ?????? ????? ???? ?? ??? ??? ?? ??? ??? ???? ???? ???? ????? ???? ????!,+2
?? ??? ???? ????? ???? ?????? ???? ?????? ??? ???? ??? ?????? ???? ???? ?? ??? ?? ????? ???? ????? ???? ???? ??? ??? ?? ?? ?? ????? ??? ?? ???? ??? ??????? ???? ??????? ????? ????? ???? ????? ?? ?????? ??? ???? ????? ???.,-1
???? ??? ???? ???? ????? ?????.,-1
????? super amoled plus ????.,-1
??? ?? ??????? ???? ????? ??? ?? PadFone 2 ????? ?? ???? ????? ?? ???????.,0
?? ??? ??????? ???? ?? ????? ????? ????? ?? nexus7 ??? ????? ??????? ???? ??? ???? GPRS ?? P3100 ???? ??? ????? ?? ??? ?? WiFi ?????? ???? ???? ????? ???? ??? ?????? ?? ????? ?????? ? SMS ??? ??? ???? ???? ,+2
"? ?????? ??? ?? ????????? ??????? ??? ????? iPod Touch?  ?????? ?? ??? ?? ??? ?? ???? ?? ?? ???????? ???.",-2
"????? ?? ????? ?? ??????? ???? ?? ???? 2 ??? 1??? ???? ????? ? ????? ?????? ??????
?? ??? ????? ???? ?? ????? ? ??????? ??? ??? ????? ?????????? ??? ????? ???? ?? ???? ??? ????",+2
"?? ??? ??? ??? ? ???? ???? ?? ???? ???? ????? ???? ????? ?????  ???? ?????? ??? ?????? ?? ??? ?? ?????? ???? ?????? ???? ??? ?? ??? ??? ????? ? ??? ????? ?? ????? ???? ???? ???? ?? ??? ??? ??? ???? ????.",+1
????? ?????? ???? ??? .,+2
?,0
???? ????? ?????? 1???? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ???? ? ???? ??? ???? ???? ??? ????? ? ???? ??? ??? ?? ???? ?? ?????? ????? ?? ?????,+1
???? ????? ????? ?? ???? ???? ?? ????.,+2
"????
?? ??? ??? ??? ?? ????? ? ????? ?????? ???? ?? ???? ???? ???? ???
",+2
"??? ?? ?? ????? ?? ???? ?? ????? ,  ?????? ?????? ??? .",+1
"??? ?????? ?? ?? ????? 8?  16 ? 32 ????????? ????? ?????? ?? ?? ???? ?????? ???????? ?? ?? ???? ????? ??????  ??????? ?? 32 ???????? ???? ??? ?? ?? ?????.",+1
"?? ??? ???? ?? ?? ??????? ???? ?????
???? ??? ? ??????? ??? ????? ???? ??? ??? ? ?? ??? ????? ????? ???? ???",-1
"?? ?? ????? ???? ???? ????? ??? ?????  ???? ?????? ??? ???? 5 ???? ?????? ???? ? ?? ?? 470 ???? ?? ???? ????? ?? ??? ?? ???? ??????? ??????.",+1
???? ,+2
??? ???? ?? ???????? ?? ?? ???? ?????? ???? ????.,0
??? ??? ????? ?????? ???? ????? ??? ???? ?? ????? ?? ???? ??? wd ???? ?? ?? ?????? ?? ?????? ?? ???? ? ?????? ?? ???? ??? ???????? ?? ?????? ????? ????? ???? ?? ????? ???? ?????? ?? ???????? ??? ????? ???? ?? ?????? ????? ??? ??????  ???? ?? ??? ?????? ????? ???? ? ??? ????? ???? ???? ? ??? ?????.,-1
"????? ?? ??? ???? ?? ??? ????? ???? ????? ????? ??? ?????? ????  ?? ????? ?????? ??? ????? ????.",+2
??? ???? ???? ?? ???? ????? ???? ??? ????? ???? ??? ??? ?? ?? ?? ?? ??? ???? ????? ????? ? ?????? ???? ?? ??????? ?? ?????? ? ?? ????? ???? ??? ????? ???.,+1
???? ???? ?????? ?? ??? ????? ?? ?? ????? ? ????? ? ????? ????.,+1
?? ???? ??? ???? ?? ????????? ???? ? ???? ?? ????? ??? ?? ???? ?????? ?? ??? ????? ?????? ???? ????? ?? ?? ?????? ???? ???.,+1
?????:1)????? ????? ??? ?????? ?? ???? 300ppi2)???? ???????? s2 ?? ?? ???????? ? xperia arc ????? ???3)????? ???? ???? ?? ?????? ????? ???? ???? 9.4 ??????? ???4)???? ?????? 8 ????????? ??????? Exmor R CMOS ????? ?? ??? ????????? ???? ????5)?????: 1)???? ???? HDMI2)????? ???? ??? ???? ????? ?????? ????? ????? ???? ??? ???? ?? ???? ?????? ??? ??????? ???? ?? ??????,0
"?????? ?? ??? ???? ??? ????
?? ??? ??? ???? ????? ?? ?? ???? ???? ????? ???? 
? ????? ??? ?????? ???? ???? ????? ???? 
?? ???? ??? ??????? ?? ??? ??? ????? ??? ??????? ? ????? ? ????  ???",-2
"??? ?? ???????? ?? ???? ?? ??? ???? ????? ??? ??? ?? ?? ??????? ???? ??? ??????  ?????? ????? ??? ?? ?? ??????.",+1
?????? ??? ?? ??? ????? ???? ?? ????? 7 ?? ???? ???.,+1
??? ?? ??????? PS3 ?? ?????? ???? ?? ?????? ???? ????? ???? ??? ?? ????? ????? ?? ????? ? ????? ????? ???? ???? ?????? ???? ???? ??? ????? ???? ???? ???? ??? ??? ??? ????.,-1
????? ?????? ???? ? ??? ??? ?? ????? ???? ?????.,+1
??? ???? ?????? ?? ??? ?? ?? ??????????? ?? ???? ???? ??? ???? ?????? ???? Seven ? ???? ????? ??????? ???? ????????.,-1
"?? ????  ???? ?????? ?? ??? ?????? ??????  ?? ?????? Gorilla Glass ??????? ??? ???.",0
??? ??????? ?? ?????? ???? ??? ?????? ?? ???? ????? ???? ?? ?????.,-2
??? ?? ??? ???? ??????? ?? ????? ???? ? ??????? ?? ?? ????? ???!,-1
?? ??? ?????? ??????? ?? iso ??? ????? ??? ???? ??????? ????? ???? ????? ?? ???????????? ?? ??? ????? ??????? ?? ?? ??? ???? ?????? ?? ???? ??? ???? !,-2
????? ??? ???? CIS ?? ???? ?????? ???? ?? ???? ??????? ?? ?????? LED ???? ?? ??? ?? ??? ???? ???? ????? ?? ???.,-1
?? ???? ??? ???? ?? ???? 100 ???? ???? ????.,+1
????? ??? Miui ? Cyanogen? ?????? ??? ??? ???? ????? ???? ???.,+1
??? ??? ?? ??????? ???? ?? ???? ?? ??? ????? ??? ?? ??? ??? ???? ?? ???? ????? ???? ????? ???? ???? ????? xbox360 ?? ??? 2011 ? ?????? ?? ???? ??? ???? ?? ?????? ??? ??? ?? ???? ps3 ??? ???? ?? ??? ????? ?? ???? ? ?? ??? ??? ps3 ???? ?????.,-1
?? 2 ???? ???? ?? ray ????.,0
"??? ?? ?? ??? ??? ?? ????? ????? ??????? ?? ???? ????? ???? ??????  ?? ???? ?? ???? ???????? ??? ????? ??????? ?? HTC ????? ? ???? ???? ????? ?? ???????? ? ?? ???? ?? ???? ????? ?? ???? ????? ????? ??????? ??? ????? ??????.",0
"?????? ??? ?????? ???????? ???? ?? ??????? ???????  4,800X2,400dpi ? ??????? ??????? 19,200X19,200dpi ?? ????.",+1
? ??? ?? ???????? ??????? ?????? ????.,+1
.??? ?????? ???? ?? ??? ??????? ???? ???? ?? ????? ???.,-1
?? ?? ????????? ?????? Xperia ray ??? ?? ?????? ???????? ??? ????? ????? ?? ????? ???.,+1
"Sony ??????? ??? ?? ??? ????  ???? ? ???? ??? ?? ?? ????? ???? ??? ???? ????? ?? ?? ??? ??? ???? ?? ??? ??? ???? ????? ??????  ????? ??? ??? ?? ?? ????? ??? ????? ?? ???? ??? ???? ????? ????? ? ??? ? ???? ? ?????????  ?????? ???????.",0
Canon LiDE 100 ?????? ??? ??? ? ????? ??? ? ??? ?? ???? ?? ?? ?? ???? USB ???? ????? ? ??? ?????? ???? ?? ??????? ?? ???.,+1
???? ???? ? ???? ????? ??? ????? ???? ?????!,-1
????? ????? ?????? 189ppi ?? ?? ?????? ?? ???? ??? ???? ???? ?????? ???????? ??? ? ??? ????????? ????.,-1
??? ???? ????? ???? ????? ???? ??? ?? ?? ???? ? ??? ???? ???? ????? ????? ???.,+1
?? ????,0
?????? ???? ?? ???? ????? ???? ? ??? ????? ? ????? ????-?????? ????? ???.,+2
"Ixus 240 HS ???? ?? ??????? ???? ? ???? 3.2 ????? ???? 460,000 ?????? ???????.",+1
????? ??? ???? ?????? ?????? ????? ????? ?? ??? ??????? ??? ?????? ?? ?? ?????? ???? ????? ???? ? ??? ???? ????? ???? ??? ?? ?????? ?? ????.,+2
??? ??? ????? ??? ???? ?? ???? ???? ???? ??? ????? ???????? ???? ?????? ?? ???? ? ?????? ?? ????? ??????? ? ???????? ???.,+1
???????? ??????? ????? ??? ?? ?????? ??? ???? ?? ????? ????? ???? ???????? ??????.,-1
??? ? ?????? ?? ?? ?? ?? ????? ???? ????? .,+1
????? ?? ???? ????!,0
???? ?????? ?????? ??? ????? ???? ? ??????? ???.,+2
"???????? ??? ?????? ??????? (Collective Intelligence) ??????  ???? ?? ?????? ?? ??? ????????? ?????? ?? ???????? ???????? ?????????? ????????? ?? ?? ??? ???? ????? ?????? ????????  ????????? ? ??????? ???.",+2
??? ?????? ????? ?????? ?????? ???? ??????? ??????.,-2
???????? 3 ???? ???.,0
?? ???? ???? ??????? ?? ?? ???? ?????? ???? ?? ???? ??????? ?????.,0
??? ??? ? ???? ????? ????.,-1
????? ???? ?? ?? ?? ?????? ?? ???? ? ???? ?? ?? ??? ???? ??? ?? ?? ??? ?? ?? ?? ???? ????? ????? ???? ???? ?? ???? ??? ??? ????? ???? ??? ??? ?? ??????(?? ???4) ?? ??? ???? ????? ??? ???? ??? ?? ?????? ?? ???? ??????? ?? ??? ??? ???? ????? ???? ?? ?? ???? ??? ?? ?? ??? ??? ?????? ? ????? ?????? ???? ????(??? ???? ????? 6220) ?? ?????? ??? ????? ????? ??? ???? ???????? ??? ?? ??? ? ???? ???? ????? ? ??? ???? ???? ??? ???? ?? ???? ?? ????? ??????? ??? ?????? ??? ?? ??? ??? ??? ?? ??? ?? ?????? ???? ?? ?? ???? ??? ????? ?? ???? ? ?? ??? ???? ??? ?? ???? ?????? ???? ???? ???? ???? ??? ????? ????.,-1
??? ?? ????? ?? ??? ??? ????? ???? ?????? ?? ???? ????? ??? ???? ???? ?????????? ?? ????? ? ??????.,+1
?? ??????? 1136x640 ????? ?? ???? ????? ??? ????? !,+1
??? ?????? ?? ??? ??????? ????? ?? ????? ??? ??? ????.,+2
??? ????? ??? 4 ???? ? ??? ??? ? ???? ?? ????? ? ?????? ???? ? ?? ???? (??? ??? ????!,0
???? ??? ????? ???? ?? ??? ??? ??? ? ?? ???? ????? ???? ??????? ?????.,+1
"????? ??? ?? ?????? ? ???????? ???? ??? ??????? ???????  ?? ?? ????? ??? ????? ??? ?? ?????? ??? ?? ?? ?? ???? ??? ????  ??? ?? ?????? ????? P7700 ???? ?? ??????  ??????? ???? ????? ?? ?? ????.",+2
"??? ?????? ??? Ixus 510 HS ?? ??????? ??? 12 ????? ?? ?????  ??? 24-120 ???? ??? Ixus 240 HS ??????? ??? 5 ????? ?? ????.",-1
?? ???? ?? ??? ??? ???? ??????? ?? ?? ???? ????? ?????  ???? ?????,-1
??????? ?????? ?????,+2
???? ?????? ????.,-1
??? ???? ???? ???? ???? ??? ???????? ???? ????? ?? ???? ??? ?? ???? ???? ? ????? ???? ??? ????? ? ???? ???? ???? ??? ?? ?? ???.,-1
?? ???? ???? ???? ?? ?? ??? ?????? ?? ??? ??? ???? ????!,0
???? ???? ?? ???? ?? ????  ??????? ???? ????? ????? ????.,-1
?????? ????? ???? ???? ?? ??? 6X4 ?? ??? ?? ?? ????? ???? ?????? ???? ?? ??? ?? ??? ???? ????????? ??????? ?? ?? ?? ??? ???? ???.,-2
?? ??? ? ????? P510 ??? ?? ?? ?????????? ???????.,+2
???? :??????? ?? ????? ?? ??? ? ?? ????? ??? ?? ????? ????? ?? ????? ?????.,-2
"????? ??? ???? ?? ??? ???? ?????? ???? ????? ? ???? ?? ??????? ???????? ????? X44LY ?? X53E?  ???? ??? ???? ????????.",-1
??? ?????? ?? ?? ????? ????? 1/4.85 ????? HD CMOS  ????? ??? ??? ?? ??????? ????? ?? ??????? 3.05 ???????? ?? ????? ??????.,0
??? ????? ??? ??? ?? ?? ????? ???? ???? ???? ?????.,0
??? ?????? GPS ????? ?? ???? ?? ???? ????? ???? ?? ?? ?? ???? ??????? ?????? ???? ????? ??? ????? ??? ?? ????? ???? ??????? ??? ??? ??????.,+1
"?? ???? ??????? ????? ???? ????????? ??????  ???? ??? ???????? ?? ??? ????? ??? ????? ????? ????? ???? ? ?? ????? ????? ??? ?? ?? ???? ?? ??? ??? ??? ???? ??? ???.",-1
?? .,0
HP ???? ?????? ?? ??? ?????? ??????? ??? 18 ???? ?? ????? ?? ???? ?? ???? ?????? ????? ?? ??? ?? ??? ??? ???? ??? ??? ????? ?? ?? ??? ???? 30 ???? ?? ????? P2035 ??? ???.,-1
"?? ???? ?? ???? ??????? ??? ??? ?????? ???????  ???? ?? ?????? ????? ????? ?? 18 ?????????  ???? ????? ???? ????? ??? ????? ???  ? ??? ????? ????.",-1
????? ???? ?? ???? ?????? ????.,-1
"?? ???? ????  ??????? ????? ??? ???? ???? ????? ????? ???? ? ????? ????? ? ?????? ??? ?? ??? ?? ???? ?? ???? ?????  ?????? ????????? ???.",+2
?????? ?? ???? ??? ???? ??? ??? ???? ???? ?? ???? ???? ? ??? ???? ?? ??? ???? ??? ???? ???? ?? ?? ????? ????? ?????? ??? ??? ?? ???? ??????,+1
?? ?????? ??? ?? ???? ???? ?? ????? ???????.,+1
????? ?? ??? ????? ???? ???? ??? ?? ????? ????? ???? ????? ???? ?? ?? ?? ??? ??? ???? ???????? ?? ??? ??? ??? ????? ???? (?????  ?? ?? ???? ??? ?????? ??? ???? ??????? ?? ?? ????? ??????? ???? ?? ?? ?? ?? ???? ???? ???? ????? ??? ??? ??? ?????? ????? ?????.,-1
?? ??? ?????: ????? ??????? ????? ??? ???? Ixus 240 HS ?? ??? ???? ???? ????.,+1
??? ?????? ??? ?? ??? ?? ??? ???? ????? ??? ??? ??? ?? ??? ? ???? ???? ????? ? ?? ?? ???? ?????? ???? ????? ??? !,+1
?? 3 ???? ???? ??? ??? ?? ??? ..,0
??? ??? ????? !,+1
????? ????? ?? ?? ?? ?? ?? ????? ???? ??? ? ??? ?????? ??? ?? Galaxy S III  ?? ???? ???? ?????.,+2
??? ??? ????? ???? ???.,-2
"?? ??????  ?? ???????? ??? ???? ?? Nexus 7 ?? ??? ?????  ????? ????? ?? ??????? ?? ???? 3G ??? ????? ???? ????? ???.",+1
?? ?? ???? ??? ?? N43SM ??????? ????? ??? ? ??? ????? ???.,+2
?? ???? ???? ??? ???? ??? ?????? ??????? ?? ??? ???? ????? ???? ? ???? ???? ????? ???.,-1
) ???? ????? ?? ??? ?? ???? ?? ??? ????? ? ???? ??? ??????.,-1
?? ?? ????? ??? ???? ?? ???? ???? ?????? ?? ??? ???? ???? ? ????? ??? ????? ?? ??? ???? ? ????? ?? ???? ??? ??? ? ?? ???? ????? ????? ?????? ???? ?? ?????? ??? ???? ??? ?????? ?????? ?? ??? ????? ?? ??? ????? ???? ???? ?????? ????? ?? ?? ????,+2
??? ?? ???? ???? ????.,+1
??? ?????? ?? ?????? ?? ?????? ??? ??? ???? ???? ?? ????? ?? ? ??????? ???.,+2
? ??? ???? ?? ???????? ?? ???? ????? ??? ??? ? ??? ????? ???? ????!,0
???? ?? ??? ???? ?? ???? ??? ?? ?? ?????? ????? ????? ??????? ???? ??? ??? ??????? ??? ????? ,+1
?? ???? ???????? ? ??? ????? ????? ???? ? ?????? .,+2
"? ???? ???? ?? ??? ? ???? ???? ???? ?????? ?? ?????? ???????? ?? ????? ???????? ?????? ???? ?? ?????  ????? ?????? ????? XBOX 360 ?? ?? ????? ???????? ?????? ???? ?? ????.",+1
"?? ?? ??????? ?? ??????  M50 ?????? ???? ?????? ????? ??? ????? ?? ???? ??? ?? ????? ???? ? ??? ????? ??? ? ?? ??? ?? ??????? ? ?? ???????? ??????? ? ???? ???? ??????.",+2
"???? ??? ???? ??????? PS3 Sony  ?? ?????? ????? ???? ?????? ? ???? ???? Nintendo Wii ?? Xbox 360 ??.",0
?????? ??? ?????? ??????? ????? ????? ?? ???? 8 ???? ?? ????? ?? ??????? ???? ?? ??? ????.,+1
?????? ??? ????? ??? ??? ????? ?? ?????? ??????? ???.,0
??? 10 ???? ???? ?? ?? ????? 7.6 ???? ??? ????? 5 ?? 8.6 ???? ??? ????? ?? 3 ?????? ???? ???? ????? ???.,-1
?????? ??? ?? ??? Raw+JPEG ?????? ????? ? ?? ?? ??? ???? ????? ???? 8 ????? ?? ??? ?? ?????? ?? ???? ???.,-1
"????? ?? ???? ?????? ??? ????? ???? ??? ?????? ????? ????? ???? ? ???? ???? ??? ????? ????? ????? 
???? ?? ??? ???? ?? ????? ?? ?? ?? ???? ?? ??? ?? ???? 7 ????? ???????? ????.",+1
??? ?? ??? ? ?? ?????? ???? ??? ??? ?????? ?? ?? ????? ?? ???? ????? ?? ?? ???? ? ??? ???? ???? ????? ????.,+1
???? ??? ?????? ? ???? ?????? ?? ?????????? ???.,+2
???? ??? ???? ???? ?? ???? ???? ????? ??? ?????? ???? ? ????? ?? ?? ??? ????? ????? .,+2
???? ?? ??? ????? ?? ?? ?? ?? ?? ????? ??? ???? ?? ???? ??? ???? ?????.,0
?? ?? ???? ???? ?? ???????? ???? ?? ??? ??????? ?? ??? ????? ???? ????? ??????.,+2
GPU ( ?????? ) ??????? 12 ???? ULP GeForce10.,+1
"??? ?????? ????? 32 ???????? ????? ????? ??? ?? ???????? ?? ??? ???????? ?? ?? ???? ????? ??????  ???? ?? ???? ????? ????? ????.",-1
????? ???????? ????? ???? ??? ? ??? ???? ??? ????? ??? ??? ????? ????? ??? ??? ? ?? ????? ????????? ??????? ???? ???? ??????? ????.,+2
???? ????? ??? ?? ??? ?????? ?????  ???? ???? ???? ????????? ?? ???? DivX ??? ????? ???????.,-1
?? ??? ??????? ????? ??? ???? ???? ??? ????????? ???? ???.,-1
??? ?? ?????? ????? ???? ???? ????.,0
??? ??  ???? ?? ?? ???? ????? ?? ???? ?????? ???? ?????? : ?????? ?? ??? ???? HTC ?? ????? 5000 ???? ???? ???? ??? ? ????? ?? ?????? ?? AC ????? ??? ??????? ???.,+1
"?? ??? ??? ??? ?? ????? ?? ???? ???? 
????? ??? ??? ???? ?? ??? ?? ?? ??? ?? ????? ?????!",+2
??????? ???? + ???? ??????4.,+2
????? .,+1
??? ?? ??? ???? ????? ?? ??? ???? ??? ??? ?? ?? ???? ??? ????.,-1
??????? ????? ??? ????? ???? ? ????? ???? ? ???? ?????? ??? ?? ???.,+2
?????? ?????? ???,-1
?? ???? ????? ????? ?????.,+2
?? ??? ???? 270 ??? ??? ??? ?? ??? ??? ??????? ???????.,+2
"?????? ????? ???? ???? ? ?? ???? ????? ?????? ?? ??? ????? ?? ?????  ???? ???? ?? ?? ????? ??? ??? ???.",+2
* ????? ?????? ????? ???? ??? ???? ?? ?????? ??? ?????? ? ??????????? ?????????? ?????? ????.,0
?? ??? ??? ?????? ?? ???? Pgr-up ????? ??????? ??? ???? ?? ??? ???? ?? ?? 12.4 ??? ??????.,+2
?? ??? ?? xperia ?? ?????? SONY ?? ???? ????? ?????? sony xperia S.,+1
?? ???? ???? ?? ??? ????? ????? ?????? ?? ????? ????? 5 ????.,0
?? ???? 1???? ???? ?? ???? ????? ???? ????? ?????? ????? ?? ???? ????? ??????? ????? ???? ??? ??????? ???? ? ????? ???? ?????? HD  ? ??????? ????? ?????? ???? ?.,+2
????? ???????? ?? ?????? ??? ?????? ????? ??????? ?? ???????????.,+2
"??? ??? ?? ????? ????? ?  ??????? ???? ?????? ??????? ??????? ?? ?? ???? ???? ?? ???? ???? ???? ???? ? ??? ???? ?????? ?? ????? ???? ?? ??? ????? ????.",+1
?? ????? ???? LED ?? ??? ?????? ??? ??????? ? ???? ?? ?? ?? ???? ???? ???? ????.,-1
?????? ???? ?? ???? ????? ????? ???????? ??? ????? ???????? ? ?????? ????? ???? ? ???? ?? ????? ?? ????.,+2
??? ????? ???? ?? ?? ???? ?? ???? ??? ?? ????? ?? ???? ???? ???? ? ?? ????? ?? ??????? ??????? ???? ? ???????? ?? ?? ???? ???? ????.,0
"????? ????? ?  ??? ??????? ?? ?????? ???? ???? ?? ??? ???? ? ?? ???? ???? ?????? ?? 10.000 ????? ????? ? ??? ???? ???? (???? ?? ????) ??? ??? ???? ?? ??.",+2
??????? ???? ????.,+2
"???? ?? ????? ?? ?????? ?????? ? ??????? ??????? ?????? ?????? ?? ?? ???? ? ?????? ? ????  ?? ??? ????? ?? ????? ????  ?? ?? ???? ? ??? ??????  ???? ??? ???? ? ?? ??? ?? ? ?? ???? ? ??? ???? ????.",+1
??? ?????? ???? ?????? ?? ??? ???????? ? ??? ?????? ? ???? ??? ????.,-2
???????? ????? ???? ???? ????? ??? ?? ???????? tipo dual ?? ???? ???? ?? ??????? ??? ???? ??? ?? ??? ??? ?????? ?? ???? ?????,+1
"? ????? ???? ????? ?? ?? ????? 1520 ???? ????-????? ???? ?????? ?? ?? ?????? ?????  ?? ????? ?? ?? ??? ??????? ??????.",+1
????? ?? ??? ?? ????? ??? ??? ???? ??? ???? ? ????? ?? ??? ???? .,-1
"??? ????? ?? ?????? 1.6 ????? ?? ????? ????? ?????? ????? 28?  50 ? 90 ???? ??? ?? ????? ???????.",0
?? ??? ??? ???? ?? ??? ????? ???? ?? ??? ?? ??? ?? ???? ???????? ??????? ????.,0
"?????? ??????? ??? ?? ??? ???? ?? ??? ???????  ?? ???? ?? ????? ?? ??? ????? ????? ???? ???.",-1
?????? ??? ???? ????? ????? ?????? ??? ???,+2
?????? ?? ??? ??? ?????? ????? ??? ?????? ?? ????? ????? ???.,+2
"??? ?????? ?? ???? ?????? ??? ???? ?? ???? ?????? ?? ?? ?????? ????? ????? 1.2 ????????? ?? ???? ??? ? ??? ?? ???? ???? ?? ????? ??? ??? ?? ???? ???? ????? ??????? ?????? ????? ??????? ? ?? ????? ?? ???? ???? ??? ????? ?? ??????  ??? ???? ???? ???? ?????.",-1
"??????? ?? ??? ?????? ????? ???? ??????  ??? ????? ????? ?? ???? ?? ??? ???? ?? ???? ????? ?????? ??? ? ????? ?? ???? ?? ??? ???? ??????.",+1
?? ???? ?? ????? ?????? ?????.,+1
???? ?????? ?? ?,+1
"?????? ???? ?? ???????? ???? ??? ???? ???? ?????? ??????  ??? ???? ?????????  ????? ?????????? ? ????? ???? ??? ????? ?? ???????.",+1
"????? ??? f550 ?? ?????? ? ?????? ???? ?????? ?????  ?? ??????? ???? ????? ???????.",-1
"???? ????? ????? ????
2.",-2
"???????  ?????? ?? ????? ???? ? ?????? ??? ?? ??? ??? ???? ???? ?? ??? ????????.",0
?? ??? ?? ??? ?? ?????? ? ???????? ???? ????? ?? ?? ?? ??? ????? ???!,+2
"??? ???? ??? ???  ?? ???? ???? ???????? ??? ?????? ??? ????  ???? ?? ??? ??? ???? ?? ????? ??????? ? ??????? ?? ?? ?????? ??? ???.",+1
"?? ???? ???? ????????? ????????? ?????????? ?????? ??????? ? ???? Android 2.3 ?? ???? ?????? TouchWiz 3.0 ???? ????.",+2
